,title,main
136,"시중은행 전환 선언한 DGB대구은행, ‘AI 은행원’ 본격 활용… ""다양한 업무 확대 적용""","대구은행이 첫 선을 보인 AI은행원 '한아름' ⓒDGB대구은행[디지털데일리 박기록기자] 지난 7월 시중은행 전환을 선언한 바 있는 DGB대구은행(은행장 황병우)이 디지털 역량 강화 및 금융 서비스 혁신을 위한 'AI은행원' 개발을 마치고 내부 활용을 시작했다고 22일 밝혔다.이날 대구은행이 선보인 AI모델 은행원 ‘한아름’은 은행측이 'AI 휴먼'제작 서비스 및 콘텐츠 제작을 제공하고 있는 이스트소프트와 올 여름부터 시범사업을 통해 제작한 것으로, 앞으로 다양한 활용으로 고객 편의 제고에 나선다는 방침이다.우선 내부 직원을 대상으로 활용에 나섰는데 사내 방송 및 직원 교육 프로그램에 활용하고 있으며, 은행 SNS 플랫폼 등에 사용을 검토하고 있다.대구은행이 AI휴먼이 현존 최고 화질의 영상 합성을 지원하며 모두에게 우수한 한글 발화 성능이 돋보인다고 소개했다.특히 마이크로소프트의 음성변환기술 TTS를 접목해 110여개국의 75종 언어를 450여 종의 목소리로 발화할 수 있는 등의 다양한 기능은 외국인 고객 편의 향상에도 도움을 줘 동남 아시아 등 해외진출에 AI 기술을 적용할 것으로 기대를 모은다는 설명이다.대구은행은 생성형 AI와 연계한 실시간 상담을 궁극적 개발 목표로 정하고 AI키오스크 운영, AI 기반 모바일 서비스 운영 등 디지털 트랜스포메이션을 통해 업무 생산성 및 고객 만족도 향상에 힘쓰겠다는 목표다.이상근 ICT본부 부행장은 “시공간 제약없는 AI 은행원 활용으로 고객 편의를 제고하고 임직원 업무생산성을 향상시켜 더욱 발전된 금융서비스를 제공해 시중은행 전환 시기에 힘을 싣겠다”고 전했다."
137,"정부 보유 NXC 지분, 1차 공개 매각서 유찰...“입찰자 없어”","경기 성남시 판교 넥슨코리아 본사. /뉴스1 										정부가 고(故) 김정주 넥슨 창업자 유족으로부터 상속세로 받은 넥슨의 지주회사 NXC 지분 29.3%을 매각하려 했지만, 1차 매각에서는 입찰자가 나오지 않아 유찰된 것으로 확인됐다.22일 한국자산관리공사(캠코) 공개시스템 온비드에 따르면, 지난 18일부터 19일까지 진행된 NXC 지분 85만2000주에 대한 공개 매각은 입찰자가 나오지 않아 유찰됐다. 이 지분은 기획재정부가 지난 2월 김 창업자의 유족으로부터 상속세 명목으로 납부 받았다.정부는 NXC 주식의 1주당 가격을 553만4125원으로 책정해, 총 지분 가치를 4조7149억원으로 잡았다. 이를 최저입찰가격으로 두고, 한꺼번에 지분을 매각하는 ‘통매각’을 시도했지만, 입찰자가 나타나지 않은 것이다.실제 NXC 지분을 통째로 매각하기는 쉽지 않을 것이란 관측은 꾸준히 제기됐다. NXC가 비상장 회사인 데다, 김 창업자의 배우자인 유정현 이사와 두 딸의 지분율은 69.34%에 달해 경영권에 개입하지 못하기 때문이다.캠코는 오는 25~26일에 2차 공개 매각에 나선다. 2차 매각에서도 유찰될 경우 수의계약을 통해 지분을 처분할 수 있다. 수의계약으로 전환될 경우 정부가 통매각 대신 분할 매각에 나설 가능성도 제기된다."
138,"네이버, 한국은행과 맞손...“금융분야서 AI 활용”","한국은행 자료 검색·요약·추천 대국민 서비스 개발네이버 첨단기술 한국은행 업무에 접목



경기도 성남시 분당구 네이버 그린팩토리 본사. ⓒ데일리안DB[데일리안 = 민단비 기자] 네이버가 금융·경제 분야 혁신 도모를 위해 한국은행과 손잡았다.네이버는 한국은행과 22일 서울시 중구에 위치한 한국은행에서 이를 위한 업무 협약식을 체결했다고 밝혔다.업무 협약식은 최수연 네이버 대표와 이창용 한국은행 총재 등이 참석한 가운데 진행됐다.이번 업무협약에 따라 네이버와 한국은행은 정보기술(IT)와 금융·경제 각 분야에서 보유한 전문성과 노하우, 기술 역량을 융합해, 인공지능(AI) 언어모델의 활용 범위를 금융·경제 분야로 확대하는 데 협력한다.또 네이버의 초대규모 AI ‘하이퍼클로바X’를 활용해 한국은행이 보유한 다양한 자료를 검색·요약·추천해주는 대국민 서비스도 제공할 계획이다.이외에도 네이버는 AI, 빅데이터, 사물인터넷(IoT), 클라우드 등 첨단 IT 기술들을 한국은행 업무에 접목해 생산성을 향상시키는 방안에 대해서도 함께 협력하기로 했다.최수연 네이버 대표는 “금융·경제 분야의 최전선에 있는 한국은행과 IT·플랫폼 기술의 최전선에 있는 네이버가 상호 협력을 통해 금융·경제 분야의 새로운 기술적 혁신을 도모하고, 나아가 국민들이 보다 편리하게 사용할 수 있는 서비스 개발까지 이어질 수 있도록 노력하겠다”고 말했다.한편 지난 24일 아구스틴 카르스텐스 BIS(국제결제은행) 총재와 유상대 한국은행 부총재는 네이버 제2사옥 '1784'에 다녀간 바 있다. 1784는 AI·디지털트윈·로봇·자율주행 등 네이버가 연구개발한 첨단기술이 공간에 융합된 ‘테크 컨버전스(기술융합) 빌딩’이다."
139,"디지털플랫폼정부, 초거대 AI로 공공서비스 혁신 기초 마련","(사진=디지털플랫폼정부위원회)[이데일리 김가은 기자] 디지털플랫폼정부위원회와 과학기술정보통신부는 디지털플랫폼정부 구현을 위해 지난 1년간 추진한 초거대 AI 활용 개발·지원 사업 성과를 공유하고자 ‘디지털플랫폼정부 초거대 AI 활용 성과보고회’를 개최했다고 22일 밝혔다.이번 성과보고회는 위원회가 지난 4월 발표한 ‘디지털플랫폼정부 실현계획’에 따라 핵심 인프라 구현을 목표로 민간·공공 데이터와 서비스를 안전하게 연결하고, 이를 융합·활용한 서비스 사업 추진 성과 공유를 위해 마련됐다. 특히 올해는 초거대 AI, 애자일 개발방법론 등 기술을 활용한 공공 혁신서비스 창출을 적극 지원해 국민이 직접 이용하고 개선 효과를 체감할 수 있는 다양한 우수사례들을 발굴했다.먼저 공공 부문에 초거대AI 기반 서비스를 선도적으로 개발·도입하도록 행정·공공기관, 중소기업 등에 초거대AI 활용을 종합적으로 지원하는 ‘민간의 첨단 초거대 AI 활용 지원 사업’을 펼쳐왔다. 올해는 네이버, KT, 마음 AI, 바이브컴퍼니 등 4개의 공급기업을 선정했고, 170여 개의 기관·기업의 초거대 AI 플랫폼 이용 지원과 활용 활성화를 위한 컨설팅을 제공했다. 특히 공급기업과 행정·공공기관의 협업을 통한 공공 부문 특화 서비스 개발도 지원됐다. 내년에는 사업예산을 올해보다 대폭 늘리고, 행정·공공기관 지원 대상도 올해 70개 기관에서 200개 이상 기관으로 확대해 공공부문 전반에서 초거대 AI를 자유롭게 이용할 수 있는 여건을 정착시킬 계획이다.이날 보고회에서는 성과를 거둔 초거대AI 공급기업의 자사플랫폼 활용 ‘공공 부문 특화 서비스’ 개발 성과, 초거대AI 전문기업이 공공 수요 기반 개발·도입한 ‘공공 민원콜센터 업무지원 AI 어시스턴스 서비스(와이즈넛-화성시)’, ‘도시철도 교통안전 GPT 서비스(솔트룩스-서울교통공사)’ 등 사례가 발표됐다. 또한 ‘애자일 혁신서비스 개발 지원 사업(7건)’ 대표 사례인 △AI 기반 디지털 난임케어 서비스(대구대학교 산학협력단-경상북도) △대화형 응급상황 대응 매뉴얼 및 스마트 이송 연계 시스템(빔웍스-대구광역시) △소상공인 외식통계 조회 서비스(나이스지니데이타-한국농수산식품유통공사) 등도 발표됐다.한편, 보고회 식전 행사로 위원회 AI·데이터 분과장 하정우 센터장(네이버클라우드 AI이노베이션센터)이 ‘대한민국 초거대 AI의 현재와 미래’ 강연을 진행했다. 보고회 후에는 기업, 공공기관 및 지자체 관계자 대상으로 디지털플랫폼정부 인프라 구현 사업 추진 결과와 내년 사업 추진방향 안내가 이어져 디지털플랫폼정부 구현 사업 추진에 관심을 가진 담당자의 사업 방향 구상, 사업 추진 등을 지원하는 기회도 마련됐다.고진 디지털플랫폼정부위원회 위원장은 “지난 1년의 초거대 AI활용 성과를 통해 AI에 대한 막연한 기대감이 높은 효용성으로 증명되는 사례를 확인하고, 공공분야에서도 누구나 쉽게 AI를 활용하는 ‘AI 일상화’의 구현 가능성을 확인했다”며 “위원회는 초거대 AI, 클라우드와 같은 디지털기술을 적극 활용해 공공서비스 품질을 혁신적으로 개선하고, 국민께서 직접 체감할 수 있는 디지털플랫폼정부의 조속한 구현을 위해 최선을 다하겠다”고 했다.이종호 과기정통부 장관은 “앞으로도 과기정통부는 민간이 혁신적인 디지털플랫폼정부 서비스를 창출하는 기반을 조성하고, 생태계를 활성화해 나가겠다”며 “디지털플랫폼정부가 성공적으로 구현될 수 있도록 민관에서 많은 관심을 갖고 적극적으로 참여해주시기를 부탁드린다”고 했다."
140,"화성시 ""지자체 최초 '민원상담 AI 어시스턴트' 구축""","초거대 AI 활용…내년 상반기 현장 적용데이터 분석 통해 신속한 민원 상담 가능경기도 화성시는 전국 지방자치단체로는 최초로 민원상담 콜센터에 초거대 인공지능(AI)을 활용한 '민원상담 AI 어시스턴트' 서비스를 구축했다고 21일 밝혔다.



이 서비스는 초거대 AI를 활용해 민원상담 데이터를 분석, 콜센터 외부민원의 분류 및 응답, 안내 등을 지원한다.특히 콜센터 민원 상담 시 ▲손쉬운 방식의 매뉴얼 상세검색 ▲검색된 정보의 융합 및 요약 ▲유사 민원 자동추천 등을 통해 민원인이 원하는 정보를 신속 정확하게 제공해 응답 시간을 단축하고 상담 품질을 향상할 수 있다.이번 서비스 도입은 디지털플랫폼 정부 핵심 선도과제인 '범정부 초거대 인공지능 도입'의 일환으로 추진된 것이다. 시는 지난 4월 과학기술정보통신부가 주관하고 한국지능정보사회진흥원이 전담하는 '초거대 인공지능 활용 공모사업'에 선정돼 사업을 추진해 왔다.시는 22일 디지털플랫폼 정부 인프라 사업 성과보고회를 개최, 사업 성과 공유와 서비스 시연을 할 계획이다. 또 본격적인 서비스 도입에 앞서 내년 상반기까지 상담 답변의 정확성과 신뢰성을 검증해 현장에 적용할 예정이다.정명근 화성시장은 ""앞으로도 민원 행정에 디지털 기술을 접목해 시민이 신속·정확한 정보를 전달받을 수 있도록 수준 높은 행정서비스 제공을 위해 노력하겠다""고 말했다."
141,"한은, 네이버와 업무협약…경제·금융에 AI 활용","하이퍼클로바X 연계해 홈페이지 개편



이창용(오른쪽) 한국은행 총재와 최수연 네이버 대표가 22일 서울 중구에 있는 한국은행에서 금융경제 부문의 디지털 기술 협력을 위한 업무협약을 체결했다. 사진제공=한국은행[서울경제] 한국은행이 네이버와 디지털기술 협력을 위한 업무협약을 체결했다고 22일 밝혔다. 한은이 가진 금융·경제 분야 전문성을 네이버 정보통신(IT) 기술 역량과 접목해 인공지능(AI) 등 기술의 활용 범위를 넓히기로 한 것이다.한은은 네이버 하이퍼클로바X와 연계해 홈페이지 자료와 통계 검색 기능을 고도화하는 등 대국민 서비스를 확충하기로 했다. 또 빅데이터, 사물인터넷, 클라우드 등 디지털 기술을 한은 업무에 다양하게 적용하는 방안도 모색한다는 방침이다.이창용 한은 총재는 “최근 디지털 기술의 놀랄만한 발전으로 디지털 경제로의 전환이 가속화되는 상황에서 네이버의 AI 기술력을 통해 한은의 정책·조사 역량을 한층 강화하고 대국민 서비스 품질을 향상시킬 수 있을 것으로 기대한다”고 했다.최수연 네이버 대표도 “금융·경제 분야의 최전선에 있는 한은과 IT·플랫폼 기술 최전선에 있는 네이버가 상호 협력을 통해 금융·경제 분야의 새로운 기술적 혁신을 도모하겠다”며 “나아가 국민이 보다 편리하게 사용할 수 있는 서비스 개발까지 이어질 수 있도록 노력할 것”이라고 했다."
142,"대구은행, ‘AI은행원’ 첫 선…내부 활용 거쳐 범위 확대","AI은행원 '한아름'(대구은행 제공)(대구=뉴스1) 김종엽 기자 = DGB대구은행은 22일 디지털 역량 강화와 금융 서비스 혁신을 위한 'AI(인공지능) 은행원'을 개발했다.AI 은행원 모델은 '한아름'으로 은행 내부의 다양한 활용을 거처 고객 편의 제공에 나설 예정이다.대구은행은 사내 방송과 직원 교육 프로그램에 '한아름'을 적극 활용하고 은행 SNS(사회관계망서비스) 플랫폼 등의 사용도 검토 중이다.또 생성형 AI와 연계한 실시간 상담 개발을 목표로 AI키오스크 운영, AI 기반 모바일 서비스 운영 등 디지털 트랜스포메이션을 통해 업무 생산성과 고객 만족도를 높인다는 방침이다.이상근 ICT본부 부행장은 ""시공간 제약없는 AI 은행원 활용으로 고객 편의를 제고하고 임직원 업무생산성을 향상시켜 더 발전된 금융서비스를 제공하겠다""고 말했다."
143,"더존비즈온, 기업 ESG 사업 청년 고용 활성화 유공 노동부장관상 수상","ERP 주니어 컨설턴트 양성 프로그램 운영 통한 청년 고용 활성화더존비즈온은 21일 ‘2023 청년친화형 기업 ESG 지원사업 성과공유회’에서 청년 고용 활성화를 위해 진행한 'ERP 주니어 컨설턴트(The EJC)'가 우수 프로그램에 선정돼 고용노동부 장관상을 수상했다고 밝혔다.



더존비즈온은 고용노동부의 ‘2023년 청년친화형 기업 ESG 지원사업’ 선정 프로그램인 'The EJC'가 우수 프로그램에 선정돼 고용노동부 장관상을 수상했다. [사진=더존비즈온]고용노동부가 주관하는 청년친화형 기업 ESG 지원사업은 기업의 사회적 가치 창출 지원을 통해 청년에게 취업 역량 향상의 기회를 제공하는 사업이다. 이번 행사는 올해 지원사업에 참여한 총 25개 프로그램 가운데 우수 운영 사례로 꼽힌 8곳의 기업에 포상이 이뤄졌다.더존비즈온은 한국생산성본부(KPC)와 ERP 주니어 컨설턴트 양성에 초점을 맞춰 현장실무 중심으로 운영한 The EJC 프로그램을 통해 청년 고용 활성화와 ESG 가치 창출에 기여한 공로를 인정받아 수상의 영예를 안았다.더존비즈온의 현장실습과 한국생산성본부의 직무교육을 동시에 이수할 수 있는 이 과정은 기업경영의 핵심 솔루션인 ERP에 대한 이해도를 높이고 디지털 전환을 경험을 통해 직무 역량을 향상시켰다는 평가다.더존비즈온은 현재 The EJC 프로그램 참가자 가운데 우수 교육생을 선발해 현장실습 외에 3개월간의 인턴십 과정을 추가 제공하고 있다. 이번 지원 사업 진행을 계기로 향후 다양한 채용 연계 과정을 발굴하고 참여해 더 많은 청년들이 기업경영의 핵심 솔루션인 ERP 필요성을 인식할 수 있도록 지원한다는 방침이다."
144,"당정, 위성정보법·연구개발 지식재산 강화 전략 논의","실무당정협의회…내년 상반기 종합계획 수립 예정



이종호 과학기술정보통신부 장관. (과학기술정보통신부 제공) 2023.12.18/뉴스1(서울=뉴스1) 양새롬 기자 = 정부와 여당이 '위성운영 및 위성정보 활용 촉진법'(위성정보법) 과 '연구개발(R&D) 기반 지식재산(IP) 강화 전략'을 논의했다. 과학기술정보통신부는 22일 오전 국회 의원회관에서 국민의힘과 실무당정협의회를 열어 이같이 논의했다.당정협에는 국회 과학기술정보방송통신위원회 여당 간사인 박성중 의원과 이종호 과기정통부 장관 등이 참석했다.당정은 글로벌 우주 산업이 민간기업을 중심으로 성장함에 따라 민간에 안정적인 위성정보 비즈니스 환경을 제공하는 산업 지원 제도를 갖추고 국가위성의 정보 활용을 촉진하는 내용을 담은 위성정보법을 심도있게 논의했다. 당정은 위성정보 활용 산업에서 민간기업이 세계 시장을 선도할 수 있도록 정부가 산업 전반의 성장을 지원하는 내용을 담은 위성정보법의 제정 필요성에 공감했다.과기정통부는 위성정보법의 발의에 따라 표준화, 품질인증 제도 기반과 해외진출 지원, 인력양성 등의 시책을 마련해 민간기업이 적극적으로 위성정보 활용 사업을 추진할 동력을 제공하기로 했다. 내년 상반기 중 위성정보의 보급 및 활용을 촉진하기 위한 위성정보 활용 종합계획을 수립해 뒷받침할 기반을 마련할 예정이다.당정은 또 연구자들의 연구 의욕을 고취시키고 R&D 투자가 경제성장을 견인할 수 있는 기반을 조성하기 위해 정당한 성과보상 체계를 도입하는데 필요한 지원방안을 논의했다. 과기정통부는 IP 성장단계를 권리화-고부가가치화-자산화로 구분하고 각각의 구간에서 IP 가치를 제고할 수 있는 다각적인 정책 방안을 '리치 코리아'(RICH KOREA) 전략'이라는 이름으로 제시했다.세부적으로 연구자의 직무 중 획득한 성과에 정당한 권리 보장을 위해 직무발명보상금을 필요경비가 공제되는 기타소득으로 변경을 추진한다. 대학 및 공공 연구소 내 기술이전 전담조직(TLO)의 전문성을 강화하며, 공공 IP 양도 및 전용실시권의 원칙적 허용 등도 정책과제로 언급했다.정부는 내년 상반기 중 국가지식재산위원회를 통해 전략을 공개할 예정이다."
145,'AI 활용해 난임 치료 돕는다'…디지털플랫폼정부 성과 보고회,"'드림아이' 서비스 주요 내용[경북도 제공. 재판매 및 DB 금지]    (서울=연합뉴스) 이상서 기자 = #1. 경북과 대구대 산학협력단은 인공지능(AI) 기술로 난임 관련 각종 정보를 자료화한 뒤, 임신 준비 과정을 안내하고 생활 습관 개선을 제안하는 '디지털 난임 돌봄 서비스 프로그램'을 개발해 저출산 문제 대응에 기여했다.    #2. 경기 화성시와 정보통신(IT)기업 와이즈넛은 '초거대 인공지능 기술을 활용해 공공민원 콜센터 상담사의 민원 대응 시간을 14.5% 줄이고, 민원인 만족도는 올리는 데 성공했다.     디지털플랫폼정부위원회와 과학기술정보통신부가 22일 개최한 '디지털플랫폼정부 초거대 AI 활용 성과보고회'에서는 이러한 인공지능 기술을 활용한 혁신 서비스 사업이 발표됐다.    보고회는 디지털플랫폼정부 구현을 위해 지난 1년간 추진돼 온 인공지능 개발과 관련 사업의 성과를 공유하고, 개선 방안을 논의하기 위해 마련됐다.    아울러 도시철도 데이터를 활용해 현장 관리자의 안전을 강화하고 대응력을 높이는 방안을 마련한 각 지역 교통공사를 비롯해, 사용자 위치 정보를 분석해 즉시 이용이 가능한 응급실을 안내하는 서비스를 제공한 대구의 사례가 공유됐다.    이 밖에 외식 소상공인 영업자를 위해 각 지역의 식당 메뉴 가격과 배달량 등을 제공한 한국농수산식품유통공사의 서비스도 소개됐다.    참여 기관의 성과를 직접 체험할 수 있는 전시 부스도 운영된다.    고진 위원장은 ""디지털 기술을 활용해 공공서비스 품질을 혁신적으로 개선하겠다""며 ""국민이 직접 체감할 수 있는 디지털플랫폼정부 구현을 위해 최선을 다하겠다""고 말했다.    shlamazel@yna.co.kr"
146,"“K-콘텐츠 선호도, 대만·인도네시아서 1위”","방통위, 2023년 해외 OTT 이용행태 및 시장 조사영국·일본·중남미, 자국·미국 다음으로 K-콘텐츠 선호



넷플릭스의 한국 오리지널 콘텐츠 더글로리의 한 장면 [넷플릭스 공식 유튜브 캡처][헤럴드경제=권제인 기자] 올 한해 대만과 인도네시아에서 한국 콘텐츠(K-콘텐츠)가 선호도 1위를 기록한 것으로 나타났다. 영국, 일본, 중남미 등에선 자국과 미국 콘텐츠 다음으로 K-콘텐츠를 선호했다.22일 방송통신위원회는 이 같은 내용을 담은 ‘2023년 해외 OTT(온라인동영상플랫폼) 이용행태 및 시장 조사’ 결과를 발표했다. 이 조사는 해외 주요 국가별 OTT 산업동향과 이용자들의 특성을 중점적으로 다루는 조사다. 올해 이용행태조사는 영국, 일본, 멕시코, 브라질을 대상으로 이뤄졌고 시장조사는 대만, 일본, 인도네시아, 아랍에미리트(UAE)를 대상으로 실시했다.조사 결과, 조사 대상국 대부분에서 자국, 미국에 이어 한국 콘텐츠를 세 번째로 많이 시청한 것으로 나타났다. 특히, 대만과 인도네시아는 K-콘텐츠를 가장 선호하는 것으로 나타났다. 자국과 미국 콘텐츠는 그 뒤를 이었다.



주요 온라인동영상서비스(OTT) [게티이미지뱅크]국가별로 OTT 시청 형태는 큰 차이를 보였다. 영국은 유료 OTT 이용률(70%)이 높아 OTT를 통한 콘텐츠 시청에 익숙한 문화이며, 중복가입(4.1개)도 높아 OTT 시장을 사실상 포화상태로 분석했다. 혼자 시청하는 비율(49.8%)과 가족과 함께 시청하는 비율(44.6%)은 비슷했다.일본은 유료 OTT 이용률(37.8%) 및 중복가입(2.4개)이 낮고, 응답자 대부분이 OTT를 혼자 시청(70.2%)했다. 한번 가입하면 해지·전환하는 사례(해지율 54.9%)가 적어 다른 OTT로의 전환 가능성이 낮았다.반면, 멕시코는 71.2%가 가족과 함께 시청한다고 응답했고, 브라질도 이와 유사한 경향성을 보였다. 방통위는 이러한 시청행태는 중남미, 스페인 등에서 제작되는 일일 연속극 ‘텔레노벨라’ 등 가족 소재 콘텐츠 선호로 이어져 K-콘텐츠가 중남미 스페인 언어권 국가로 진출하는 데 도움이 될 것으로 분석했다.



주요 온라인동영상서비스(OTT) [게티이미지뱅크]대만은 유료 우회서비스 등을 이용한 불법콘텐츠 이용률(81.1%)이 높았다. 높은 구매력에 따른 OTT 구독에 대한 낮은 가격 저항과 최신 K-콘텐츠를 빠르게 시청하고자 하는 수요가 맞물렸기 때문으로 해석된다. 방통위는 대만 정부가 OTT 지원정책으로 로컬 콘텐츠 제작 및 마케팅 비용 등을 지원하고 있어 불법콘텐츠 대응 전략을 통한 시장 진출이 가능할 것으로 제언했다.일본은 실용주의 성향으로 저비용 OTT 아마존프라임의 점유율이 43.2%로 넷플릭스(19.1%)보다 높았다. 자국 애니메이션 콘텐츠, 유명 소설·웹툰 원작 콘텐츠를 선호하는 것으로 나타났다. 방통위는 다양한 결합서비스(K-콘텐츠, 웹툰 등)를 통한 시장 진입 방안이 유효할 것으로 전망했다.



[게티이미지뱅크]인도네시아는 세계 4위 인구와 평균연령 29.7세의 젊은 국가로 향후 OTT 산업 발전 가능성이 높을 것으로 내다봤다. 낮은 구매력으로 무료 시청을 선호하여 불법콘텐츠 이용에 대한 대응 전략인 광고 기반 요금제 등을 통한 시장 진출 가능성이 높다고 봤다.UAE는 튀르키예, 인도 등 문화적 유사성이 있는 국가의 콘텐츠를 선호하며, 종교적 이슈가 있는 콘텐츠에 대해 민감도가 높은 것으로 조사됐다. 이에 따라 외국인 투자에 면세 등 혜택이 있는 미디어 관련 프리존을 통한 시장진출 가능성을 제시했다.국내 OTT 사업자는 “해외 OTT 이용자들의 이용행태 변화뿐 아니라 법적 규제, 지원정책 등에 대한 시의성 있는 내용이 도움 됐다”며 “플랫폼 진출, 오리지널 콘텐츠 진출 등 다양한 해외 진출 전략에 활용할 계획”이라고 밝혔다."
147,"화성시, 내년 상반기 '초거대 AI' 적용 민원 상담 서비스 시작","네이버 개발 '하이퍼클로바X' 기반…민원 상담에 사람처럼 답변(화성=연합뉴스) 최해민 기자 = 경기 화성시가 이르면 내년 상반기 초거대 인공지능(Hyper scale AI)을 활용한 민원 상담 서비스를 시작한다.



초거대 AI 활용 민원상담 서비스[화성시 제공. 재판매 및 DB 금지]    화성시는 네이버가 개발한 초거대 인공지능 '하이퍼클로바X'를 기반으로 한 '민원 상담 AI 어시스턴트' 시스템을 최근 구축했다고 21일 밝혔다.    초거대 인공지능은 기존 AI보다 큰 용량의 데이터를 스스로 학습·생각·추론할 수 있는 차세대 인공지능으로, 사람에 가까운 대화 등 전문적인 작업을 구현할 수 있다.    시가 구축한 시스템은 초거대 AI를 활용한 민원 분류, 응답, 안내뿐 아니라 매뉴얼 상세 검색, 검색된 정보의 융합·요약, 유사 민원 자동 추천 등의 기능도 한다.    종전 시스템과 비교할 때 민원인이 원하는 정보를 보다 신속·정확하게 제공해 응답 시간을 대폭 단축할 수 있다는 장점을 지닌다.    이 서비스는 디지털플랫폼 정부 실현 계획의 핵심 과제로 과학기술정보통신부가 주관한 '초거대 AI 활용 공공사업 모델 공모' 사업에서 대상에 선정돼 추진돼 왔다.    시는 내년 상반기까지 상담과 답변의 정확성·신뢰성을 검증한 후 현장에 적용할 예정이다.    민원 상담 서비스에 초거대 AI 기술을 적용한 사례는 전국 지자체 가운데 처음이라고 화성시는 설명했다.    정명근 시장은 ""디지털 심화 기술을 민원 행정에 접목해 시민에게 보다 신속하고 정확한 정보를 제공해 드릴 수 있게 됐다""며 ""앞으로도 100만 도시에 걸맞은 수준 높은 행정 서비스 제공을 위해 노력하겠다""고 말했다.    goals@yna.co.kr"
148,"""한은 통계 검색 기능 고도화"" 한은-네이버 업무협약 체결","인공지능 활용범위 금융, 경제로까지 확대 



김유원 네이버클라우드 CEO(맨 왼쪽), 김남선 네이버 CFO(왼쪽 두번째), 최수연 네이버 CEO(왼쪽 세번째), 이창용 한국은행 총재(왼쪽 네번째), 채병득 한국은행 부총재보(왼쪽 다섯번째), 홍원석 한국은행 디지털혁신실장이 22일 업무협약을 맺고 기념촬영하고 있다. 한국은행 제공  [파이낸셜뉴스] 한국은행과 네이버가 인공지능(AI) 활용범위를 금융·경제 부문까지 확장하는 데 협력한다. 또 네이버의 하이퍼클로바X와 연계해 한국은행 홈페이지 자료와 통계의 검색 기능을 고도화하는 등 대국민 서비스를 확충하고 빅데이터, 사물인터넷, 클라우드 등 디지털기술도 한국은행 업무에 다양하게 적용하는 방안을 모색하기로 했다.   한국은행은 네이버와 디지털기술 협력을 위한 업무협약을 체결했다고 22일 밝혔다. 이날 협약식에는 이창용 한국은행 총재와 최수연 네이버 대표이사 등이 참석했다.   한국은행 이창용 총재는 ""최근 디지털 기술의 놀랄만한 발전으로 디지털 경제로의 전환이 가속화되는 상황에서 네이버의 IT 기술력을 통해 한국은행의 정책·조사 역량을 한층 강화하고 대국민 서비스의 품질을 향상시킬 수 있을 것으로 기대한다""고 말했다.   네이버 최수연 대표는 ""금융·경제 분야의 최전선에 있는 한국은행과 IT·플랫폼 기술의 최전선에 있는 네이버가 상호 협력을 통해 금융·경제 분야의 새로운 기술적 혁신을 도모하고, 나아가 국민들이 보다 편리하게 사용할 수 있는 서비스 개발까지 이어질 수 있도록 노력하겠다""고 말했다. #사물인터넷 #빅데이터 #인공지능 #네이버 #한국은행 #클라우드 #하이퍼클로바X"
